word,level,frequency_ranking,pos,pinyin,definitions,source
保障,7,3491,noun,bǎozhàng,guarantee; assurance | protection; defense,kaikki
保证,3,586,verb,bǎozhèng,to assure; to guarantee; to ensure; to keep,kaikki
保证,3,586,noun,bǎozhèng,guarantee; pledge; assurance,kaikki
保质期,7,23667,noun,bǎozhìqī,date of minimum durability; expiry date; best-before date | duration of guaranteed quality; shelf life,kaikki
保重,7,9105,verb,bǎozhòng,to take care,kaikki
堡垒,7,12525,noun,bǎolěi,fortress; redoubt; fortification | stronghold,kaikki
报,3,967,verb,bào,to announce | to inform,drkameleon
报,3,967,noun,bào,report | newspaper | recompense | revenge,drkameleon
报仇,7,8334,verb,bàochóu,to revenge; to avenge,kaikki
报酬,7,6322,noun,bàochóu,remuneration; compensation; reward; pay,kaikki
报答,5,11736,verb,bàodá,"to repay (someone's favour, kindness, etc.); to requite; to pay back; to return",kaikki
报到,3,8953,verb,bàodào,to report for duty; to check in; to register,kaikki
报道,3,886,verb,bàodào,to report (news),kaikki
报道,3,886,noun,bàodào,news report; story; coverage; press,kaikki
报废,7,15621,verb,bàofèi,to discard as useless; to reject; to scrap; to write off | to report something as worthless,kaikki
报复,7,4880,verb,bàofù,to retaliate; to take revenge,kaikki
报告,3,681,verb,bàogào,to report; to inform one's superiors,kaikki
报告,3,681,noun,bàogào,report | speech; presentation | paper; essay; assignment,kaikki
报警,5,2972,verb,bàojǐng,to call the police; to report to the police | to sound an alarm,kaikki
报刊,6,15103,noun,bàokān,newspapers and periodicals; press,kaikki
报考,6,23743,verb,bàokǎo,to register for an examination; to sign up for a test,kaikki
报名,2,4602,verb,bàomíng,to enter one's name; to sign up,kaikki
报社,7,8300,noun,bàoshè,newspaper publisher; newspaper office,kaikki
报社,7,8300,verb,bàoshè,to make offerings to the soil deity,kaikki
报销,7,12447,verb,bàoxiāo,to apply for reimbursement; to get one's expenses reimbursed; to submit one's expenses | to report as unusable | to wipe out; to eliminate; to be in total loss,kaikki
报纸,2,2232,noun,bàozhǐ,newspaper | newsprint,kaikki
抱,4,1238,verb,bào,to hold | to carry (in one's arms) | to hug | to embrace | to surround | to cherish | (coll.) (of clothes) to fit nicely,drkameleon
抱负,7,20578,noun,bàofù,aspiration; ambition,kaikki
抱歉,6,4909,adjective,bào qiàn,to be sorry | to feel apologetic | sorry!,drkameleon
抱歉,6,4909,verb,bàoqiàn,to be sorry; to feel apologetic,kaikki
抱歉,6,4909,interjection,bàoqiàn,sorry,kaikki
抱怨,5,3331,verb,bàoyuàn,to blame; to grumble about; to complain,kaikki
豹,7,7248,noun,bào,leopard | panther,drkameleon
暴风雨,6,13978,noun,bàofēngyǔ,rainstorm; storm,kaikki
暴风骤雨,7,47595,idiom,bàofēngzhòuyǔ,violent storm and gusty rain,kaikki
暴力,6,2995,noun,bàolì,violence; brutality; force,kaikki
暴力,6,2995,adjective,bàolì,violent; brutal; forceful,kaikki
暴利,7,27880,noun,bàolì,windfall profit,kaikki
暴露,6,3702,verb,bàolù,to reveal; to expose; to uncover,kaikki
暴雨,6,10782,noun,bàoyǔ,cloudburst; sudden heavy rainstorm; torrential rain,kaikki
暴躁,7,12213,adjective,bàozào,irritable; irascible; violent; bad-tempered; hot-tempered | violent; brutal; forceful,kaikki
爆,6,1953,verb,bào,to explode or burst | to quick fry or quick boil,drkameleon
爆发,6,3458,verb,bàofā,to erupt | to burst into; to burst out; to break out; to flare up,kaikki
爆冷门,7,84475,verb,bào lěngmén,to produce a dark horse; to have an unexpected turn of events,kaikki
爆满,7,24881,verb,bàomǎn,to be filled to capacity; to be packed out,kaikki
爆炸,6,1772,verb,bàozhà,to explode; to blow up,kaikki
爆竹,7,16172,noun,bàozhú,firecracker,kaikki
卑鄙,7,10658,adjective,bēibǐ,without moral principles; mean; ignoble; vile; contemptible; despicable | petty and low,kaikki
杯,1,684,noun,bēi,"cup | trophy cup | classifier for certain containers of liquids: glass, cup | trophy cup | classifier for certain containers of liquids: glass, cup",drkameleon
杯子,1,6162,noun,bēizi,drinkware; cup; glass,kaikki
悲哀,7,6059,adjective,bēi'āi,sorrowful; sad,kaikki
悲惨,6,8154,adjective,bēicǎn,miserable; tragic,kaikki
悲观,7,10593,adjective,bēiguān,pessimistic,kaikki
悲欢离合,7,57812,idiom,bēihuānlíhé,"sorrow, joy, separation and reunion; vicissitudes of life; sorrows and joys",kaikki
悲剧,5,3680,noun,bēijù,tragedy (dramatic genre) | tragedy (event causing great suffering),kaikki
悲剧,5,3680,adjective,bēijù,tragic,kaikki
悲伤,5,3739,adjective,bēishāng,sad; sorrowful,kaikki
悲痛,7,10078,adjective,bēitòng,grieved; sorrowful,kaikki
碑,7,16576,noun,bēi,a monument | an upright stone tablet | stele,drkameleon
北,1,1835,postposition,běi,north | (classical) to be defeated,drkameleon
北边,1,17637,postposition,běi biān,north | north side | northern part | to the north of,drkameleon
北边,1,17637,noun,běibiān,north; in the north; to the north,kaikki
北部,3,5420,postposition,běi bù,northern part,drkameleon
北部,3,5420,noun,běibù,"northern part; the northern area (of a country, continent, etc.)",kaikki
北方,2,4879,noun,běifāng,north | northern area (of a country) | northern China (usually referring to the area to the north of the Yellow River),kaikki
贝壳,7,16537,noun,bèiké,shell; seashell | clamshell,kaikki
备份,6,12070,noun,bèifèn,extra; spare part | backup,kaikki
备份,6,12070,verb,bèifèn,to make an extra; to get a spare | to back up,kaikki
备课,7,33147,verb,bèikè,to prepare for one's lessons (as a teacher),kaikki
备受,7,8775,verb,bèishòu,to receive a great deal of; to be deeply affected by,kaikki
备忘录,6,10931,noun,bèiwànglù,memo; memorandum; reminder; aide-mémoire | notepad (made from paper); notebook,kaikki
备用,7,7153,verb,bèiyòng,to reserve for use as a backup,kaikki
备用,7,7153,adjective,bèiyòng,reserve; spare; backup,kaikki
背,2,1623,verb,bèi | bēi,to be burdened | to carry on the back or shoulder | to turn one's back | to hide something from | to learn by heart | to recite from memory,drkameleon
背,2,1623,noun,bèi | bēi,the back of a body or object,drkameleon
背,2,1623,adjective,bèi | bēi,unlucky (slang) | hard of hearing,drkameleon
背包,5,8274,noun,bēibāo,backpack,kaikki
背后,3,2349,postposition,bèi hòu,behind | at the back | in the rear | behind sb's back,drkameleon
背后,3,2349,noun,bèihòu,"on the back (of someone) | behind (someone or something) | behind (a story, situation, etc.)",kaikki
背后,3,2349,adverb,bèihòu,in secret; in private; surreptitiously; behind someone's back; privately; on the sly,kaikki
背景,4,2420,noun,bèijǐng,background | backdrop | context | powerful connections,kaikki
背面,7,10439,postposition,bèi miàn,the back | the reverse side | the wrong side,drkameleon
背面,7,10439,noun,bèimiàn,back (of something); reverse (side) | back | dorsal surface,kaikki
背叛,7,5017,verb,bèipàn,to betray,kaikki
背诵,7,19524,verb,bèisòng,to recite from memory; to memorise; to learn by heart; to rote learn,kaikki
背心,6,10100,noun,bèixīn,sleeveless and collarless piece of clothing; vest; tank top; singlet (UK),kaikki
背心,6,10100,verb,bèixīn,to be at odds with the community or the leadership,kaikki
倍,4,1396,noun,bèi,"(two, three etc) -fold | times (multiplier) | double",drkameleon
倍,4,1396,verb,bèi,to increase or multiply,drkameleon
被,3,54,noun,bèi,quilt | (literary) to suffer (a misfortune),drkameleon
被,3,54,verb,bèi,to cover (with),drkameleon
被,3,54,pronoun,bèi,"used to indicate passive voice (placed before the doer of the action like ""by"" in English passive-voice sentences, or, if the doer is not mentioned, before the verb)",drkameleon
被,3,54,adverb,bèi,"(since c. 2009) (sarcastic or jocular) used to indicate that the following word should be regarded as being in air quotes (as in 被旅游 to ""go on a trip"", for example)",drkameleon
被捕,7,6219,verb,bèibǔ,to be arrested,kaikki
被动,5,9120,adjective,bèidòng,passive,kaikki
被动,5,9120,noun,bèidòng,bottom,kaikki
被告,6,3643,noun,bèigào,defendant; the accused; respondent,kaikki
被迫,4,4859,adverb,bèi pò,to be compelled | to be forced,drkameleon
被迫,4,4859,verb,bèipò,to be forced; to be compelled,kaikki
被子,3,8179,noun,bèizi,quilt,kaikki
辈,5,10523,noun,bèi,lifetime | generation | group of people | class | classifier for generations | (literary) classifier for people,drkameleon
奔,7,5778,verb,bèn | bēn,to hurry | to rush | to run quickly | to elope | to go to | to head for | towards,drkameleon
奔波,7,12069,verb,bēnbō,to rush about; to be rushed off one's feet; to shuttle back and forth,kaikki
奔驰,6,7787,verb,bēnchí,to run quickly; to speed; to gallop,kaikki
奔赴,7,21998,verb,bēnfù,to hurry to; to rush to (the front),kaikki
奔跑,6,9573,verb,bēnpǎo,to run (fast); to dash; to scamper,kaikki
本,1,222,noun,běn,"root | stem | origin | source | this | the current | classifier for books, periodicals, files etc",drkameleon
本,1,222,adjective,běn,original | inherent,drkameleon
本,1,222,adverb,běn,originally,drkameleon
本地,6,3477,pronoun,běn dì,local | this locality,drkameleon
本地,6,3477,adjective,běndì,local; native,kaikki
本地,6,3477,noun,běndì,locality; this place; here,kaikki
本分,7,23007,verb,běnfèn,"to play one's part, role or duty | to stay within one's bounds",kaikki
本分,7,23007,noun,běnfèn,"one's part, role or duty",kaikki
本分,7,23007,adjective,běnfèn,honest; decent (of a person),kaikki
本科,4,16998,noun,běnkē,undergraduate course | major; main subject,kaikki
本来,3,1093,adjective,běnlái,original,kaikki
本来,3,1093,adverb,běnlái,originally; the original intent was that | it goes without saying; of course | inherently,kaikki
本来,3,1093,idiom,běn lái,it goes without saying,drkameleon
本领,3,10811,noun,běnlǐng,skill; ability,kaikki
本能,7,7537,noun,běnnéng,instinct,kaikki
本能,7,7537,adjective,běnnéng,instinctive,kaikki
本能,7,7537,adverb,běnnéng,unconsciously; subconsciously,kaikki
本期,6,20997,pronoun,běn qī,the current period | this term (usually in finance),drkameleon
本期,6,20997,noun,běnqī,current period; this term,kaikki
本钱,7,18266,noun,běnqián,capital; funds; wealth | one's experience and skills in a particular field,kaikki
本人,5,2656,pronoun,běnrén,myself; oneself; himself; herself | I; me,kaikki
本色,7,10431,noun,běnsè | běnshǎi,inherent qualities; natural qualities; distinctive character; true qualities | natural colour,kaikki
本身,6,2405,pronoun,běnshēn,oneself; itself; in itself; per se,kaikki
本事,3,5333,noun,běnshì | běnshi,original story; source material (of a literary work) | this matter | skill; ability,kaikki
本土,6,7660,noun,běntǔ,one's native country | metropolitan territory | mainland; continent,kaikki
本土,6,7660,adjective,běntǔ,native; indigenous; local,kaikki
本性,7,8657,noun,běnxìng,one's inherent nature,kaikki
本意,7,13124,noun,běnyì,one’s initial intention; original idea; true feelings; aspiration; purpose; goal | signification | etymon,kaikki
本着,7,19101,preposition,běnzhe,in line with; according to; conforming with; based on,kaikki
本质,6,5084,noun,běnzhì,character; nature; intrinsic quality; essence | one's inherent nature,kaikki
本子,1,12849,noun,běnzi,book | notebook (book in which notes are written) | edition (work published by a certain editor or in a certain manner) | identification; identity document; credential; papers; ID card | Jap | doujinshi (especially pornographic) | tree trunk,kaikki
笨,4,3806,adjective,bèn,stupid | foolish | silly | slow-witted | clumsy,drkameleon
笨蛋,7,5816,noun,bèndàn,fool; idiot; silly (person) | kid; kiddo,kaikki
笨重,7,25279,adjective,bènzhòng,bulky; unwieldy; cumbersome | arduous; strenuous; tiring,kaikki
笨拙,6,17203,adjective,bènzhuō,"clumsy, skilless, ungraceful, ungainly",kaikki
崩溃,7,4192,verb,bēngkuì,to collapse; to fall apart; to crumble; to have a breakdown | to crash,kaikki
甭,6,15279,adverb,béng | bèng,(contraction of 用) need not; please don't | (dialect) very,drkameleon
绷,7,11156,verb,běng | bēng,to draw tight | to stretch taut | to tack (with thread or pin) | embroidery hoop | woven bed mat | to have a taut face,drkameleon
绷带,7,16542,noun,bēngdài,bandage | swaddling clothes (for a baby),kaikki
迸发,6,23536,verb,bèngfā,to burst forth; to gush out,kaikki
蹦,7,7023,verb,bèng,to jump | to bounce | to hop,drkameleon
逼,6,1122,verb,bī,to compel | to pressure | to force (sb to do sth) | to compel | to press for | to extort | to press on towards | to press up to | to close in on,drkameleon
逼近,7,12487,verb,bījìn,to close in on; to bear down on; to approach,kaikki
逼迫,7,13026,verb,bīpò,to force; to compel,kaikki
逼真,7,13735,adjective,bīzhēn,lifelike; true to life; realistic; vivid | distinct; clear,kaikki
鼻涕,7,12144,noun,bítì,nasal mucus; snot,kaikki
鼻子,5,3484,noun,bízi | bízǐ,nose | nasal mucus; snot | firstborn,kaikki
比,1,155,verb,bī | bǐ,to compare | to gesture,drkameleon
比,1,155,adverb,bī | bǐ,(followed by a noun and adjective) more {adj.} than {noun},drkameleon
比,1,155,noun,bī | bǐ,ratio,drkameleon
比比皆是,7,29754,verb,bǐ bǐ jiē shì,can be found everywhere,drkameleon
比比皆是,7,29754,idiom,bǐbǐjiēshì,can be found everywhere; many,kaikki
比不上,7,11223,verb,bǐbùshàng,cannot compare with,kaikki
比方,5,11193,noun,bǐfang,analogy; instance; example,kaikki
比方,5,11193,adverb,bǐ fang,for instance,drkameleon
比方,5,11193,verb,bǐfang,to draw an analogy (with) | to take for example; for example; for instance; such as,kaikki
比方,5,11193,conjunction,bǐfang,supposing that; if; say,kaikki
比分,4,4795,noun,bǐfēn,"score (of a contest, game etc.)",kaikki
比较,3,607,verb,bǐjiào,to compare; to contrast,kaikki
比较,3,607,adverb,bǐjiào,comparatively; relatively; fairly; quite,kaikki
比较,3,607,noun,bǐ jiào,comparison,drkameleon
比例,3,4723,noun,bǐlì,ratio; proportion | proportion; percentage; share | scale,kaikki
比起,7,13998,verb,bǐqǐ,to compare with,kaikki
比如,2,1051,verb,bǐrú,to take for example; for example; for instance; such as | to suppose; supposing; if,kaikki
比如说,2,2785,verb,bǐ rú shuō,for example,drkameleon
比如说,2,2785,adverb,bǐrúshuō,for example,kaikki
比赛,3,275,verb,bǐsài,to compete; to have a match,kaikki
比赛,3,275,noun,bǐsài,match; competition; tournament,kaikki
比试,7,22158,verb,bǐshì,to compete; to have a contest | to gesture; to gesticulate,kaikki
比喻,7,8644,verb,bǐyù,to liken; to compare; to draw an analogy; to metaphorize,kaikki
