word,level,frequency_ranking,pos,pinyin,definitions
留,2,705,verb,liú,to leave (a message etc) | to retain | to stay | to remain | to keep | to preserve
留恋,7,13649,adjective,liú liàn,reluctant to leave
留念,7,20051,verb,liú niàn,to keep as a souvenir | to recall fondly
留神,7,16844,verb,liú shén,to take care | to be careful
留下,2,1196,verb,liú xià,to leave behind | to stay behind | to remain | to keep
留心,7,13923,verb,liú xīn,to be careful; to pay attention to
留学,3,15630,verb,liú xué,to study abroad
留学生,2,24084,noun,liú xué shēng,student studying abroad | (foreign) exchange student
留言,6,4582,verb,liú yán,to leave a message | to leave one's comments
留意,7,6127,verb,liú yì,to be mindful | to pay attention to | to take note of
遛,7,17781,verb,liù,to stroll | to walk (an animal)
柳树,7,28007,noun,liǔ shù,willow
六,1,802,noun,liù,six | 6
龙,3,1547,noun,lóng,dragon | imperial
龙舟,7,34927,noun,lóng zhōu,dragon boat | imperial boat
笼统,7,29692,noun,lǒng tǒng,general
笼罩,7,10028,verb,lǒng zhào,to envelop | to shroud
笼子,7,11933,noun,lóng zi,cage | basket | container
聋,7,12408,adjective,lóng,deaf
聋人,7,1000000,noun,lóng rén,deaf person | hearing-impaired person
聋哑,6,30845,adjective,lóng yǎ,deaf and dumb
隆重,7,7000,adjective,lóng zhòng,grand | prosperous | solemn
垄断,7,11039,verb,lǒng duàn,to monopolize
楼,1,765,noun,lóu,house with more than 1 story | storied building | floor
楼道,6,22887,noun,lóu dào,corridor | passageway (in storied building)
楼房,6,13957,noun,lóu fáng,a building of two or more stories
楼上,1,5267,noun,lóu shàng,upstairs | (Internet slang) previous poster in a forum thread
楼梯,4,5165,noun,lóu tī,stair | staircase
楼下,1,4135,noun,lóu xià,downstairs
搂,7,9281,verb,lōu | lǒu,"to draw towards oneself | to gather | to gather up (one's gown, sleeves etc) | to grab (money) | to extort | to hug | to embrace | to hold in one's arms"
漏,5,4288,verb,lòu,to leak | to divulge | to leave out by mistake
漏洞,5,7160,noun,lòu dòng,leak | hole | gap | loophole
芦花,7,58423,noun,lú huā,reed catkin | reed flower
炉灶,7,39198,noun,lú zào,stove
炉子,7,16127,noun,lú zi,stove | oven | furnace
卤味,7,53626,noun,lǔ wèi,food prepared by stewing in soy sauce and spices
鲁莽,7,19225,adjective,lǔ mǎng,hot-headed; impulsive; reckless
陆地,4,11452,noun,lù dì,dry land (as opposed to the sea)
陆军,6,7538,noun,lù jūn,army | ground forces
陆续,4,12648,adverb,lù xù,in turn | one after the other
录,3,2200,verb,lù,to carve wood | to hit | to copy
录取,4,5087,verb,lù qǔ,"to accept an applicant (prospective student, employee etc) who passes an entrance exam | to admit (a student) | to hire (a job candidate)"
录像,6,3924,verb,lù xiàng,to videotape | to videorecord
录音,3,5402,verb,lù yīn,to record (sound)
录音机,6,19867,noun,lù yīn jī,(tape) recording machine | tape recorder
录制,7,9024,verb,lù zhì,to record (video or audio)
鹿,7,5364,noun,lù,deer
路,1,409,noun,lù,road | journey | route | line (bus etc) | sort; kind
路边,2,5880,noun,lù biān,curb; roadside; wayside
路程,7,9950,noun,lù chéng,route | path traveled | distance traveled | course (of development)
路灯,7,14960,noun,lù dēng,street lamp | street light
路段,7,14718,noun,lù duàn,stretch of road | section of a highway or railway
路过,6,4118,verb,lù guò,to pass by or through
路口,1,6184,noun,lù kǒu,crossing | intersection (of roads)
路况,7,18760,noun,lù kuàng,"road condition(s) (e.g. surface, traffic flow etc)"
路面,7,11207,noun,lù miàn,road surface
路人,7,10260,noun,lù rén,passer-by | stranger
路上,1,1669,noun,lù shang,on the road | on a journey | road surface
路途,7,15788,noun,lù tú,(lit. and fig.) road | path
路线,3,2824,noun,lù xiàn,itinerary | route | political line (e.g. right revisionist road)
路子,7,13393,noun,lù zi,method | way | approach
露,6,2700,verb,lù | lòu,to show | to reveal | to betray | to expose | to show | to reveal | to betray | to expose
露面,7,9214,verb,lòu miàn,to show one's face | to appear (in public)
露天,7,11290,noun,lù tiān,outdoors | al fresco
旅程,7,7656,noun,lu:3 chéng,journey | trip
旅店,6,14801,noun,lu:3 diàn,inn | small hotel
旅馆,3,5705,noun,lu:3 guǎn,hotel
旅客,2,5815,noun,lu:3 kè,traveler; tourist
旅途,7,7530,noun,lu:3 tú,journey | trip
旅行,2,2385,verb,lu:3 xíng,to travel
旅行社,3,11103,noun,lu:3 xíng shè,travel agency
旅游,2,2534,noun,lu:3 yóu,trip | journey | tourism | travel | tour
铝,7,8015,noun,lu:3,aluminum (chemistry)
屡,7,16379,idiom,lu:3,time and again
屡次,7,23740,adverb,lu:3 cì,repeatedly
缕,7,13610,noun,lu:3,"strand | thread | classifier for wisps (of smoke, mist or vapor), strands, locks (of hair)"
履行,7,4856,verb,lu:3 xíng,to fulfill (one's obligations) | to carry out (a task) | to implement (an agreement) | to perform
律师,4,1246,noun,lu:4 shī,lawyer
率,7,2786,noun,lu:4 | shuài,rate | frequency | generally
率领,5,10605,verb,shuài lǐng,to lead | to command | to head
率先,4,12655,verb,shuài xiān,to take the lead | to show initiative
绿,2,2608,noun,lu:4,green | (slang) (derived from 绿帽子) to cheat on (one's spouse or boyfriend or girlfriend)
绿茶,3,15567,noun,lu:4 chá,green tea | a girl who has these qualities
绿地,7,18730,noun,lu:4 dì,green area (e.g. urban park or garden)
绿灯,7,15424,noun,lu:4 dēng,green light (traffic signal)
绿化,6,22891,verb,lu:4 huà,to make green with plants | to reforest
绿色,2,2383,noun,lu:4 sè,green
孪生,7,27245,noun,luán shēng,(adj.) twin
卵,7,10123,noun,luǎn,egg | ovum | spawn | (coll.) testicles | (old) penis
乱,3,1206,noun,luàn,in confusion or disorder | disorder | upheaval | riot | illicit sexual relations
乱七八糟,7,8907,adjective,luàn qī bā zāo,(idiom) chaotic; in disorder; muddled
抡,7,19852,verb,lún | lūn,"to swing (one's arms, a heavy object) | to wave (a sword, one's fists) | to fling (money) | to select"
伦理,7,11350,noun,lún lǐ,ethics
轮,4,1066,noun,lún,"wheel; disk; ring | steamship | classifier for big round objects: disk, or recurring events: round, turn"
轮船,4,17543,noun,lún chuán,steamship; steamer; steamboat
轮换,7,24389,verb,lún huàn,to rotate; to take turns
轮廓,7,11945,noun,lún kuò,an outline | silhouette
轮流,7,10320,verb,lún liú,to alternate; to take turns
轮胎,7,4913,noun,lún tāi,tire; pneumatic tire
轮椅,4,10262,noun,lún yǐ,wheelchair
轮子,4,15530,noun,lún zi,wheel | (derog.) Falun Gong practitioner
论述,7,20892,noun,lùn shù,treatise | discourse | exposition
论坛,7,7125,noun,lùn tán,forum (for discussion)
论文,4,4207,noun,lùn wén,paper | treatise | thesis
论证,7,14292,verb,lùn zhèng,to prove a point | to expound on | to demonstrate or prove (through argument)
罗,7,1653,noun,luó,gauze
萝卜,7,8242,noun,luó bo,"radish (Raphanus sativus), esp. white radish 白萝卜"
逻辑,5,4974,noun,luó ji,logic (loanword)
螺丝,7,16116,noun,luó sī,screw
螺丝钉,6,35456,noun,luó sī dīng,screw
裸,7,4679,adjective,luǒ,naked
裸露,7,14013,adjective,luǒ lù,naked; bare; uncovered; exposed
络绎不绝,7,34597,idiom,luò yì bù jué,(idiom) continuously; in an endless stream
落,4,1435,verb,là | luò | lào,to leave out | to be missing | to leave behind or forget to bring | to lag or fall behind | to fall or drop | (of a tide) to go out | to lower | to decline or sink | to lag or fall behind | to fall onto | to rest with | to get or receive | to write down
落差,7,29794,noun,luò chā,"drop in elevation | (fig.) gap (in wages, expectations etc) | disparity"
落成,6,20880,verb,luò chéng,to complete a construction project
落地,7,8886,verb,luò dì,to fall to the ground | to be set on the ground | to reach to the ground | to be born
落后,3,3824,verb,luò hòu,to fall behind | to lag (in technology etc) | to retrogress
落户,7,33298,verb,luò hù,to settle | to set up home
落实,5,16045,adjective,luò shí,practical
落下,7,13990,verb,luò xià,to fall | to drop | to land (of projectile)
妈,1,517,noun,mā,ma | mom | mother
妈妈,1,527,noun,mā ma,mama | mommy | mother
麻,7,4988,noun,má,"hemp | generic name for hemp, flax etc | hemp or flax fiber for textile materials | sesame | pocked | pitted"
麻痹,7,8935,noun,má bì,paralysis | palsy | numbness | (fig.) to lull | apathetic
麻烦,3,1492,noun,má fan,trouble; inconvenience
麻将,7,13433,noun,má jiàng,mahjong
麻辣,7,23271,noun,má là,hot and numbing
麻木,7,9568,noun,má mù,numb | insensitive | apathetic
麻醉,7,6421,noun,má zuì,anesthesia
马,3,605,noun,mǎ,horse | horse or cavalry piece in Chinese chess | knight in Western chess
马车,6,7719,noun,mǎ chē,cart | chariot | carriage | buggy
马后炮,7,44420,adjective,mǎ hòu pào,lit. firing after the horse | lit. firing after the horse
马虎,7,20190,adjective,mǎ hu,careless | sloppy | negligent
马力,7,12915,noun,mǎ lì,horsepower
马路,1,5119,noun,mǎ lù,street | road
马上,1,847,adverb,mǎ shàng,at once | immediately | on horseback (i.e. by military force)
马桶,7,8584,noun,mǎ tǒng,chamber pot | wooden pan used as toilet | toilet bowl
马戏,7,29823,noun,mǎ xì,circus
码,7,2833,noun,mǎ,"weight | number | code | classifier for length or distance (yard), happenings etc"
码头,5,4184,noun,mǎ tóu,dock | pier | wharf
骂,5,2622,verb,mà,to scold | to abuse | to curse
吗,1,83,noun,ma | má | mǎ,"(coll.) what? | (question particle for ""yes-no"" questions)"
嘛,6,614,interjection,ma | má,modal particle indicating that sth is obvious
埋,6,2776,verb,mán | mái,to bury
埋藏,7,14710,verb,mái cáng,to bury | to hide by burying
埋伏,7,11612,verb,mái fú,to ambush | to lie in wait for | to lie low
埋没,7,25479,verb,mái mò,to engulf | to bury | to overlook | to stifle | to neglect | to fall into oblivion
埋怨,7,10938,verb,mán yuàn,to complain | to grumble (about) | to reproach | to blame
埋葬,6,12213,verb,mái zàng,to bury
买,1,240,verb,mǎi,to buy | to purchase
买不起,7,14630,verb,mǎi bu qǐ,cannot afford
买卖,5,3721,noun,mǎi mài,buying and selling | business | business transactions
迈,7,5964,verb,mài,to take a step | to stride
迈进,7,14127,verb,mài jìn,to step in | to stride forward | to forge ahead
麦克风,5,12308,noun,mài kè fēng,microphone (loanword)
卖,2,590,verb,mài,to sell | to betray | to show off or flaunt
卖弄,7,22135,verb,mài nong,to show off | to make a display of
脉搏,7,11767,noun,mài bó,pulse (both medical and figurative)
脉络,7,38592,noun,mài luò,"arteries and veins | network of blood vessels | vascular system (of a plant or animal) | (fig.) fabric (i.e. underlying structure, as in ""social fabric"") | overall context"
蛮,7,3353,noun,mán,barbarian | bullying
馒头,6,16507,noun,mán tou,steamed roll | steamed bun | steamed bread
瞒,7,6855,verb,mán,to conceal from | to keep (sb) in the dark
满,2,961,verb,mǎn,to fill | to reach the limit | to satisfy
满怀,7,11120,verb,mǎn huái,to have one's heart filled with | (to collide) full on
满意,2,1761,adjective,mǎn yì,satisfied | pleased
满足,3,1555,verb,mǎn zú,to satisfy | to meet (the needs of)
慢,1,1770,adjective,màn,slow
慢车,6,52449,noun,màn chē,local bus or train | slow train with many stops
慢慢,3,1664,adverb,màn màn,slowly
慢慢来,7,14319,noun,màn màn lái,take your time
慢性,7,9266,adjective,màn xìng,slow and patient | slow to take effect (e.g. a slow poison)
漫,7,7395,adjective,màn,free | unrestrained
漫画,5,4509,noun,màn huà,caricature | cartoon | Japanese manga
漫游,7,14554,verb,màn yóu,to travel around | to roam
漫长,5,5704,adjective,màn cháng,very long | endless
蔓延,7,7609,verb,màn yán,to extend | to spread
忙,1,859,adjective,máng,busy
忙活,7,15465,verb,máng huo,to be really busy
忙碌,7,6465,adjective,máng lù,busy; bustling
忙乱,7,33607,adjective,máng luàn,rushed and muddled
盲目,7,6842,noun,máng mù,blind | blindly
盲人,6,11792,noun,máng rén,blind person
茫茫,6,13223,adjective,máng máng,boundless | vast and obscure
茫然,7,13636,adjective,máng rán,blankly
猫,2,1150,noun,māo,cat | (dialect) to hide oneself | (coll.) modem
毛,1,1319,noun,máo,"hair | feather | wool | mildew | mold | coarse or semifinished | young | raw | unthinking | nervous | classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分)"
毛笔,5,37393,noun,máo bǐ,writing brush
毛病,3,4966,noun,máo bìng,fault | defect | shortcomings | ailment
毛巾,4,6574,noun,máo jīn,towel
毛衣,4,5546,noun,máo yī,(wool) sweater
矛盾,5,2794,noun,máo dùn,contradiction | conflicting views | contradictory
矛头,7,17616,noun,máo tóu,spearhead | barb | an attack or criticism
茅台,7,12959,noun,Máo tái,"Maotai town in Renhuai county, Guizhou | Maotai liquor 茅台酒"
茅台酒,7,24755,noun,máo tái jiǔ,maotai (a Chinese liquor)
茂密,7,30360,adjective,mào mì,dense (of plant growth) | lush
茂盛,7,28450,adjective,mào shèng,lush
冒,5,2381,verb,mào,"to emit | to give off | to send out (or up, forth) | to brave | to face | to falsely adopt (sb's identity etc) | to feign"
冒充,7,11187,verb,mào chōng,to feign | to pretend to be | to pass oneself off as
冒犯,7,14861,verb,mào fàn,to offend
冒昧,7,24924,adjective,mào mèi,bold | presumptuous
冒险,7,3841,verb,mào xiǎn,to take risks | to take chances
贸易,5,4129,noun,mào yì,(commercial) trade
帽子,4,3553,noun,mào zi,hat | cap | (fig.) label | bad name
没,1,63,adjective,mò | méi,(negative prefix for verbs) have not; not
没错,4,5245,pronoun,méi cuò,that's right
没法儿,4,41071,noun,méifǎr5,Can't
没关系,1,3541,interjection,méi guān xi,it doesn't matter
没劲,7,14775,verb,méi jìn,to have no strength
没落,7,21378,verb,mò luò,to decline | to wane
没什么,1,1659,adjective,méi shén me,nothing
没事儿,1,11421,verb,méi shì r,to have spare time
没收,6,6509,verb,mò shōu,to confiscate | to seize
没说的,7,54259,idiom,méi shuō de,nothing to pick on
没完没了,7,14136,adverb,méi wán méi liǎo,without end | incessantly
没想到,4,1000000,idiom,méi xiǎng dào,didn't expect
没意思,7,11321,adjective,méi yì si,boring | of no interest
没用,3,4841,adjective,méi yòng,useless
没有,1,46,noun,méi yǒu,haven't | hasn't
没辙,7,26032,adverb,méi zhé,at one's wit's end
枚,7,2591,noun,méi,"classifier for coins, rings, badges, pearls, sporting medals, rockets, satellites etc | tree trunk | whip | wooden peg, used as a gag for marching soldiers (old)"
玫瑰,7,3964,noun,méi guī,rugosa rose (shrub) (Rosa rugosa) | rose flower
眉开眼笑,7,45283,idiom,méi kāi yǎn xiào,"brows raised in delight, eyes laughing (idiom); beaming with joy"
眉毛,7,9070,noun,méi mao,eyebrow
梅花,6,19695,noun,méi huā,plum blossom | clubs ♣ (a suit in card games) | wintersweet (dialect)
媒介,6,15079,noun,méi jiè,intermediary | vehicle | vector | medium | media
